model_short,level,gt_code,pred_code,count,gt_theme,pred_theme,cross_theme
deepseek,L5,CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,10,DEVELOPMENT ACTIVITIES,SOFTWARE PROCESS,True
deepseek,L3,CI MAY GENERATE A FALSE SENSE OF CONFIDENCE,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,10,DEVELOPMENT ACTIVITIES,SOFTWARE PROCESS,True
deepseek,L3,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,CI IS ASSOCIATED WITH DEFECTS REDUCTION,10,DEVELOPMENT ACTIVITIES,ISSUES AND DEFECTS,True
deepseek,L3,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,10,QUALITY ASSURANCE,SOFTWARE PROCESS,True
deepseek,L3,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,10,SOFTWARE PROCESS,DEVELOPMENT ACTIVITIES,True
deepseek,L3,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,10,INTEGRATION PATTERNS,SOFTWARE PROCESS,True
deepseek,L3,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,10,INTEGRATION PATTERNS,INTEGRATION PATTERNS,False
deepseek,L3,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,10,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
deepseek,L3,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,10,BUILD PATTERNS,SOFTWARE PROCESS,True
deepseek,L4,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,10,INTEGRATION PATTERNS,SOFTWARE PROCESS,True
deepseek,L4,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,10,INTEGRATION PATTERNS,INTEGRATION PATTERNS,False
deepseek,L4,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,10,QUALITY ASSURANCE,QUALITY ASSURANCE,False
deepseek,L4,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,10,QUALITY ASSURANCE,SOFTWARE PROCESS,True
deepseek,L4,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH DEFECTS REDUCTION,10,QUALITY ASSURANCE,ISSUES AND DEFECTS,True
deepseek,L3,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,10,SOFTWARE PROCESS,DEVELOPMENT ACTIVITIES,True
deepseek,L3,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,10,SOFTWARE PROCESS,SOFTWARE PROCESS,False
deepseek,L3,CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,10,DEVELOPMENT ACTIVITIES,SOFTWARE PROCESS,True
deepseek,L3,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH DEFECTS REDUCTION,10,QUALITY ASSURANCE,ISSUES AND DEFECTS,True
deepseek,L1,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,10,INTEGRATION PATTERNS,SOFTWARE PROCESS,True
deepseek,L1,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,CI IS ASSOCIATED WITH ISSUES REDUCTION,10,ISSUES AND DEFECTS,ISSUES AND DEFECTS,False
claude,L5,CI MAY GENERATE A FALSE SENSE OF CONFIDENCE,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,10,DEVELOPMENT ACTIVITIES,SOFTWARE PROCESS,True
claude,L5,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,10,DEVELOPMENT ACTIVITIES,ISSUES AND DEFECTS,True
claude,L5,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,10,QUALITY ASSURANCE,SOFTWARE PROCESS,True
claude,L5,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,10,INTEGRATION PATTERNS,SOFTWARE PROCESS,True
claude,L5,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,10,INTEGRATION PATTERNS,INTEGRATION PATTERNS,False
claude,L5,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,10,INTEGRATION PATTERNS,INTEGRATION PATTERNS,False
deepseek,L2,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,10,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
claude,L5,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,10,QUALITY ASSURANCE,ISSUES AND DEFECTS,True
deepseek,L2,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,CI IS ASSOCIATED WITH ISSUES REDUCTION,10,ISSUES AND DEFECTS,ISSUES AND DEFECTS,False
deepseek,L1,CI MAY GENERATE A FALSE SENSE OF CONFIDENCE,CI IS ASSOCIATED WITH BUILD HEALTH,10,DEVELOPMENT ACTIVITIES,BUILD PATTERNS,True
deepseek,L1,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,CI IS ASSOCIATED WITH DEFECTS REDUCTION,10,DEVELOPMENT ACTIVITIES,ISSUES AND DEFECTS,True
claude,L5,CI IS ASSOCIATED WITH DEFECTS REDUCTION,CI IS ASSOCIATED WITH ISSUES REDUCTION,10,ISSUES AND DEFECTS,ISSUES AND DEFECTS,False
claude,L5,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,10,BUILD PATTERNS,INTEGRATION PATTERNS,True
claude,L5,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,10,SOFTWARE PROCESS,SOFTWARE PROCESS,False
claude,L5,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS RELIABILITY,CI IS ASSOCIATED WITH A FEED BACK FREQUENCY INCREASE,10,SOFTWARE PROCESS,SOFTWARE PROCESS,False
claude,L5,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS RELIABILITY,10,SOFTWARE PROCESS,SOFTWARE PROCESS,False
claude,L5,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH TO FAVOR CONTINUOUS REFACTORING,10,QUALITY ASSURANCE,QUALITY ASSURANCE,False
deepseek,L2,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,CI IS ASSOCIATED WITH HUMAN CHALLENGES,10,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
deepseek,L2,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,10,INTEGRATION PATTERNS,SOFTWARE PROCESS,True
deepseek,L3,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,10,SOFTWARE PROCESS,INTEGRATION PATTERNS,True
deepseek,L3,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,10,SOFTWARE PROCESS,SOFTWARE PROCESS,False
deepseek,L3,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,10,SOFTWARE PROCESS,SOFTWARE PROCESS,False
deepseek,L1,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,10,QUALITY ASSURANCE,SOFTWARE PROCESS,True
deepseek,L1,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,10,SOFTWARE PROCESS,DEVELOPMENT ACTIVITIES,True
deepseek,L1,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,10,INTEGRATION PATTERNS,INTEGRATION PATTERNS,False
deepseek,L1,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH DEFECTS REDUCTION,10,QUALITY ASSURANCE,ISSUES AND DEFECTS,True
deepseek,L2,CI IS ASSOCIATED WITH ORGANIZATIONAL CHALLENGES,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,10,SOFTWARE PROCESS,SOFTWARE PROCESS,False
deepseek,L1,CI IS ASSOCIATED WITH CONFIDENCE IMPROVEMENT,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,10,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
deepseek,L1,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,10,BUILD PATTERNS,SOFTWARE PROCESS,True
deepseek,L1,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,10,SOFTWARE PROCESS,INTEGRATION PATTERNS,True
deepseek,L1,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS ASSOCIATED WITH HUMAN CHALLENGES,10,SOFTWARE PROCESS,DEVELOPMENT ACTIVITIES,True
deepseek,L1,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,10,SOFTWARE PROCESS,SOFTWARE PROCESS,False
deepseek,L1,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,10,SOFTWARE PROCESS,DEVELOPMENT ACTIVITIES,True
deepseek,L2,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,10,INTEGRATION PATTERNS,SOFTWARE PROCESS,True
deepseek,L2,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,10,INTEGRATION PATTERNS,INTEGRATION PATTERNS,False
deepseek,L2,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH A FEED BACK FREQUENCY INCREASE,10,QUALITY ASSURANCE,SOFTWARE PROCESS,True
deepseek,L1,CI IS ASSOCIATED WITH ORGANIZATIONAL CHALLENGES,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,10,SOFTWARE PROCESS,SOFTWARE PROCESS,False
claude,L2,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,CI IS ASSOCIATED WITH HUMAN CHALLENGES,9,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
openai,L2,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,__INVALID__,9,SOFTWARE PROCESS,,True
openai,L3,CI IS ASSOCIATED WITH A FEED BACK FREQUENCY INCREASE,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,9,SOFTWARE PROCESS,SOFTWARE PROCESS,False
claude,L1,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,9,BUILD PATTERNS,INTEGRATION PATTERNS,True
openai,L5,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,__INVALID__,9,SOFTWARE PROCESS,,True
claude,L4,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,9,BUILD PATTERNS,INTEGRATION PATTERNS,True
openai,L4,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A DECREASE IN MAGNETISM AND RETENTION,9,BUILD PATTERNS,DEVELOPMENT ACTIVITIES,True
deepseek,L3,CI IS ASSOCIATED WITH CONFIDENCE IMPROVEMENT,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,9,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
deepseek,L5,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS ASSOCIATED WITH A FEED BACK FREQUENCY INCREASE,9,SOFTWARE PROCESS,SOFTWARE PROCESS,False
deepseek,L3,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,CI IS ASSOCIATED WITH HUMAN CHALLENGES,9,SOFTWARE PROCESS,DEVELOPMENT ACTIVITIES,True
openai,L4,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,CI IS ASSOCIATED WITH ORGANIZATIONAL CHALLENGES,9,SOFTWARE PROCESS,SOFTWARE PROCESS,False
openai,L4,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,9,INTEGRATION PATTERNS,ISSUES AND DEFECTS,True
openai,L1,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,__INVALID__,9,SOFTWARE PROCESS,,True
claude,L4,CI IS ASSOCIATED WITH ISSUES REDUCTION,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,9,ISSUES AND DEFECTS,DEVELOPMENT ACTIVITIES,True
openai,L1,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,__INVALID__,8,SOFTWARE PROCESS,,True
openai,L1,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A DECREASE IN MAGNETISM AND RETENTION,8,BUILD PATTERNS,DEVELOPMENT ACTIVITIES,True
openai,L1,CI IS ASSOCIATED WITH CONFIDENCE IMPROVEMENT,CI MAY GENERATE A FALSE SENSE OF CONFIDENCE,8,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
openai,L5,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,8,INTEGRATION PATTERNS,SOFTWARE PROCESS,True
openai,L5,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A DECREASE IN MAGNETISM AND RETENTION,8,BUILD PATTERNS,DEVELOPMENT ACTIVITIES,True
claude,L1,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH TO FAVOR CONTINUOUS REFACTORING,8,QUALITY ASSURANCE,QUALITY ASSURANCE,False
openai,L5,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,__INVALID__,8,SOFTWARE PROCESS,,True
openai,L2,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,__INVALID__,8,SOFTWARE PROCESS,,True
openai,L2,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH DEFECTS REDUCTION,8,BUILD PATTERNS,ISSUES AND DEFECTS,True
claude,L4,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH TO FAVOR CONTINUOUS REFACTORING,8,QUALITY ASSURANCE,QUALITY ASSURANCE,False
openai,L5,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,8,QUALITY ASSURANCE,QUALITY ASSURANCE,False
openai,L4,CI IS ASSOCIATED WITH TO FAVOR CONTINUOUS REFACTORING,__INVALID__,7,QUALITY ASSURANCE,,True
openai,L2,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,7,SOFTWARE PROCESS,DEVELOPMENT ACTIVITIES,True
openai,L5,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,7,QUALITY ASSURANCE,DEVELOPMENT ACTIVITIES,True
openai,L4,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,__INVALID__,7,ISSUES AND DEFECTS,,True
openai,L2,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,__INVALID__,7,INTEGRATION PATTERNS,,True
claude,L3,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,CI IS ASSOCIATED WITH HUMAN CHALLENGES,7,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
claude,L4,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,7,BUILD PATTERNS,SOFTWARE PROCESS,True
claude,L3,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,7,QUALITY ASSURANCE,DEVELOPMENT ACTIVITIES,True
openai,L3,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,__INVALID__,6,ISSUES AND DEFECTS,,True
openai,L5,CI IS ASSOCIATED WITH DEFECTS REDUCTION,CI IS ASSOCIATED WITH ISSUES REDUCTION,6,ISSUES AND DEFECTS,ISSUES AND DEFECTS,False
openai,L3,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,__INVALID__,6,SOFTWARE PROCESS,,True
openai,L5,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,__INVALID__,6,SOFTWARE PROCESS,,True
openai,L1,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,6,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
claude,L1,CI IS ASSOCIATED WITH CONFIDENCE IMPROVEMENT,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,6,DEVELOPMENT ACTIVITIES,SOFTWARE PROCESS,True
openai,L4,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH ISSUES REDUCTION,6,BUILD PATTERNS,ISSUES AND DEFECTS,True
claude,L3,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS RELIABILITY,CI IS ASSOCIATED WITH A FEED BACK FREQUENCY INCREASE,6,SOFTWARE PROCESS,SOFTWARE PROCESS,False
openai,L5,CI IS ASSOCIATED TO MULTI-ENVIRONMENT TESTS,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,5,QUALITY ASSURANCE,QUALITY ASSURANCE,False
openai,L3,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,5,INTEGRATION PATTERNS,SOFTWARE PROCESS,True
openai,L3,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,5,INTEGRATION PATTERNS,ISSUES AND DEFECTS,True
openai,L2,CI IS ASSOCIATED WITH DEFECTS REDUCTION,CI IS ASSOCIATED WITH ISSUES REDUCTION,5,ISSUES AND DEFECTS,ISSUES AND DEFECTS,False
openai,L3,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,5,SOFTWARE PROCESS,DEVELOPMENT ACTIVITIES,True
claude,L4,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,5,QUALITY ASSURANCE,SOFTWARE PROCESS,True
openai,L2,CI FACILITATES THE TRANSITION TO AGILE,__INVALID__,5,SOFTWARE PROCESS,,True
openai,L2,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,5,INTEGRATION PATTERNS,DEVELOPMENT ACTIVITIES,True
openai,L1,CI IS ASSOCIATED TO MULTI-ENVIRONMENT TESTS,__INVALID__,5,QUALITY ASSURANCE,,True
claude,L3,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,CI IS ASSOCIATED WITH A FEED BACK FREQUENCY INCREASE,5,ISSUES AND DEFECTS,SOFTWARE PROCESS,True
openai,L4,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,5,QUALITY ASSURANCE,DEVELOPMENT ACTIVITIES,True
openai,L4,CI IS ASSOCIATED WITH BUILD HEALTH,__INVALID__,5,BUILD PATTERNS,,True
openai,L1,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,__INVALID__,5,ISSUES AND DEFECTS,,True
claude,L5,CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,5,DEVELOPMENT ACTIVITIES,SOFTWARE PROCESS,True
openai,L4,CI IS ASSOCIATED TO MULTI-ENVIRONMENT TESTS,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,4,QUALITY ASSURANCE,QUALITY ASSURANCE,False
openai,L2,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH HUMAN CHALLENGES,4,QUALITY ASSURANCE,DEVELOPMENT ACTIVITIES,True
openai,L2,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A DECREASE IN MAGNETISM AND RETENTION,4,BUILD PATTERNS,DEVELOPMENT ACTIVITIES,True
openai,L4,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,__INVALID__,4,SOFTWARE PROCESS,,True
claude,L3,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS RELIABILITY,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,4,SOFTWARE PROCESS,SOFTWARE PROCESS,False
openai,L5,CI IS ASSOCIATED WITH CONFIDENCE IMPROVEMENT,__INVALID__,4,DEVELOPMENT ACTIVITIES,,True
openai,L3,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,3,QUALITY ASSURANCE,SOFTWARE PROCESS,True
openai,L3,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,3,QUALITY ASSURANCE,DEVELOPMENT ACTIVITIES,True
openai,L3,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A DECREASE IN MAGNETISM AND RETENTION,3,BUILD PATTERNS,DEVELOPMENT ACTIVITIES,True
claude,L3,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,3,QUALITY ASSURANCE,DEVELOPMENT ACTIVITIES,True
claude,L3,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,3,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
openai,L2,CI IS ASSOCIATED WITH TO FAVOR CONTINUOUS REFACTORING,__INVALID__,3,QUALITY ASSURANCE,,True
openai,L3,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,2,INTEGRATION PATTERNS,DEVELOPMENT ACTIVITIES,True
claude,L1,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,2,QUALITY ASSURANCE,SOFTWARE PROCESS,True
claude,L2,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH TO FAVOR CONTINUOUS REFACTORING,2,QUALITY ASSURANCE,QUALITY ASSURANCE,False
openai,L5,CI IS ASSOCIATED WITH BUILD HEALTH,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,2,BUILD PATTERNS,INTEGRATION PATTERNS,True
openai,L5,CI IS ASSOCIATED WITH A POSITIVE IMPACT ON INTEGRATION PRACTICE,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,2,INTEGRATION PATTERNS,ISSUES AND DEFECTS,True
openai,L5,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,__INVALID__,2,ISSUES AND DEFECTS,,True
claude,L3,CI IS ASSOCIATED WITH TO FAVOR CONTINUOUS REFACTORING,__INVALID__,2,QUALITY ASSURANCE,,True
openai,L5,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH HUMAN CHALLENGES,2,QUALITY ASSURANCE,DEVELOPMENT ACTIVITIES,True
openai,L2,CI IS ASSOCIATED WITH A WORKLOAD REDUCTION,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,2,DEVELOPMENT ACTIVITIES,DEVELOPMENT ACTIVITIES,False
claude,L4,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,2,QUALITY ASSURANCE,DEVELOPMENT ACTIVITIES,True
openai,L3,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,CI IS ASSOCIATED WITH HUMAN CHALLENGES,1,QUALITY ASSURANCE,DEVELOPMENT ACTIVITIES,True
openai,L3,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH DEFECTS REDUCTION,1,QUALITY ASSURANCE,ISSUES AND DEFECTS,True
openai,L5,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,1,QUALITY ASSURANCE,ISSUES AND DEFECTS,True
openai,L3,CI IS ASSOCIATED WITH HUMAN CHALLENGES,__INVALID__,1,DEVELOPMENT ACTIVITIES,,True
