paper_id,level,run_id,gt_code,gt_theme,n_models,n_correct,consensus
C941,L1,1,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L1,2,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L1,3,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L1,4,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L1,5,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L1,6,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L1,7,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L1,8,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L1,9,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L1,10,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L2,1,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L2,2,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L2,3,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L2,4,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L2,5,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L2,6,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L2,7,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L2,8,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L2,9,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L2,10,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L3,1,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L3,2,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L3,3,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L3,4,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L3,5,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L3,6,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L3,7,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L3,8,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L3,9,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L3,10,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L4,1,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L4,2,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L4,3,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L4,4,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L4,5,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L4,6,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L4,7,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L4,8,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L4,9,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L4,10,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L5,1,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L5,2,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L5,3,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L5,4,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L5,5,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L5,6,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L5,7,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L5,8,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L5,9,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C941,L5,10,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,3,3,all_correct
C943,L1,1,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L1,2,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L1,3,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L1,4,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L1,5,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L1,6,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L1,7,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L1,8,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L1,9,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L1,10,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L2,1,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L2,2,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L2,3,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L2,4,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L2,5,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L2,6,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L2,7,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L2,8,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L2,9,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L2,10,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L3,1,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L3,2,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L3,3,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L3,4,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L3,5,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L3,6,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L3,7,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L3,8,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L3,9,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L3,10,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L4,1,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L4,2,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L4,3,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L4,4,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L4,5,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L4,6,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L4,7,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L4,8,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L4,9,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L4,10,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,3,all_correct
C943,L5,1,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,2,majority_correct
C943,L5,2,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,2,majority_correct
C943,L5,3,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,2,majority_correct
C943,L5,4,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,2,majority_correct
C943,L5,5,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,2,majority_correct
C943,L5,6,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,2,majority_correct
C943,L5,7,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,2,majority_correct
C943,L5,8,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,2,majority_correct
C943,L5,9,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,2,majority_correct
C943,L5,10,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,3,2,majority_correct
C944,L1,1,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L1,2,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L1,3,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L1,4,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L1,5,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L1,6,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L1,7,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L1,8,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L1,9,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L1,10,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L2,1,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L2,2,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L2,3,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L2,4,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L2,5,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L2,6,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L2,7,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L2,8,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L2,9,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L2,10,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L3,1,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L3,2,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L3,3,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L3,4,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L3,5,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L3,6,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L3,7,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L3,8,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L3,9,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L3,10,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L4,1,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L4,2,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L4,3,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L4,4,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L4,5,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L4,6,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L4,7,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L4,8,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L4,9,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L4,10,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L5,1,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L5,2,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L5,3,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L5,4,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L5,5,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L5,6,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L5,7,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L5,8,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L5,9,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C944,L5,10,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,1,majority_wrong
C945,L1,1,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L1,2,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L1,3,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L1,4,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L1,5,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L1,6,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L1,7,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L1,8,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L1,9,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L1,10,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L2,1,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L2,2,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L2,3,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L2,4,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L2,5,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L2,6,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L2,7,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L2,8,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L2,9,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L2,10,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L3,1,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L3,2,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L3,3,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L3,4,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L3,5,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L3,6,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L3,7,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L3,8,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L3,9,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L3,10,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L4,1,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L4,2,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L4,3,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L4,4,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L4,5,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L4,6,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L4,7,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L4,8,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L4,9,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L4,10,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L5,1,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L5,2,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L5,3,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L5,4,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L5,5,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L5,6,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
C945,L5,7,CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,3,3,all_correct
