kappa_type,task,level,run_id,model_a,model_b,kappa,n,interpretation,kappa_sd,n_pairs
intra_model_stability,code,L2,2_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_4,claude,claude_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,7_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L2,7_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,7_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,8_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,8_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L2,9_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,code,L2,mean_of_45_pairs,claude,claude_all_pairs,0.9949,,Almost Perfect,0.0054,45.0
intra_model_stability,theme,L2,1_vs_2,claude,claude_run2,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_3,claude,claude_run3,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_4,claude,claude_run4,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_5,claude,claude_run5,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_6,claude,claude_run6,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_7,claude,claude_run7,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_8,claude,claude_run8,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_9,claude,claude_run9,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_10,claude,claude_run10,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_3,claude,claude_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_4,claude,claude_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_4,claude,claude_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,7_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,7_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,7_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,8_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,8_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L2,9_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L2,mean_of_45_pairs,claude,claude_all_pairs,0.9978,,Almost Perfect,0.0045,45.0
intra_model_stability,code,L3,1_vs_2,claude,claude_run2,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_3,claude,claude_run3,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_4,claude,claude_run4,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_5,claude,claude_run5,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_6,claude,claude_run6,0.963,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_7,claude,claude_run7,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_8,claude,claude_run8,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_9,claude,claude_run9,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_10,claude,claude_run10,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_3,claude,claude_run3,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_4,claude,claude_run4,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_5,claude,claude_run5,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_6,claude,claude_run6,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_7,claude,claude_run7,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_8,claude,claude_run8,0.963,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_9,claude,claude_run9,0.963,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_4,claude,claude_run4,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_5,claude,claude_run5,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_6,claude,claude_run6,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_7,claude,claude_run7,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_8,claude,claude_run8,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_9,claude,claude_run9,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_10,claude,claude_run10,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_5,claude,claude_run5,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_6,claude,claude_run6,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_7,claude,claude_run7,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_8,claude,claude_run8,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_9,claude,claude_run9,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_6,claude,claude_run6,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_7,claude,claude_run7,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_8,claude,claude_run8,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_9,claude,claude_run9,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_10,claude,claude_run10,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_7,claude,claude_run7,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_8,claude,claude_run8,0.9537,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_9,claude,claude_run9,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_10,claude,claude_run10,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,7_vs_8,claude,claude_run8,0.963,113.0,Almost Perfect,,
intra_model_stability,code,L3,7_vs_9,claude,claude_run9,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,7_vs_10,claude,claude_run10,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,8_vs_9,claude,claude_run9,0.9815,113.0,Almost Perfect,,
intra_model_stability,code,L3,8_vs_10,claude,claude_run10,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L3,9_vs_10,claude,claude_run10,0.9722,113.0,Almost Perfect,,
intra_model_stability_mean,code,L3,mean_of_45_pairs,claude,claude_all_pairs,0.978,,Almost Perfect,0.0094,45.0
intra_model_stability,theme,L3,1_vs_2,claude,claude_run2,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_3,claude,claude_run3,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_4,claude,claude_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_5,claude,claude_run5,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_6,claude,claude_run6,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_7,claude,claude_run7,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_3,claude,claude_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_4,claude,claude_run4,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_8,claude,claude_run8,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_9,claude,claude_run9,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_10,claude,claude_run10,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_4,claude,claude_run4,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_8,claude,claude_run8,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_9,claude,claude_run9,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_10,claude,claude_run10,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_5,claude,claude_run5,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_6,claude,claude_run6,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_7,claude,claude_run7,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_8,claude,claude_run8,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_9,claude,claude_run9,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_10,claude,claude_run10,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_8,claude,claude_run8,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_9,claude,claude_run9,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_10,claude,claude_run10,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,7_vs_8,claude,claude_run8,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,7_vs_9,claude,claude_run9,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,7_vs_10,claude,claude_run10,0.9887,113.0,Almost Perfect,,
intra_model_stability,theme,L3,8_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,8_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,9_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L3,mean_of_45_pairs,claude,claude_all_pairs,0.9937,,Almost Perfect,0.0056,45.0
intra_model_stability,code,L4,1_vs_2,claude,claude_run2,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_3,claude,claude_run3,0.9629,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_4,claude,claude_run4,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_5,claude,claude_run5,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_6,claude,claude_run6,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_7,claude,claude_run7,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_8,claude,claude_run8,0.9536,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_9,claude,claude_run9,0.9536,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_10,claude,claude_run10,0.9536,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_3,claude,claude_run3,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_4,claude,claude_run4,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_5,claude,claude_run5,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_6,claude,claude_run6,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_7,claude,claude_run7,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_8,claude,claude_run8,0.9629,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_9,claude,claude_run9,0.9629,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_10,claude,claude_run10,0.9629,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_4,claude,claude_run4,0.9629,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_5,claude,claude_run5,0.9629,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_6,claude,claude_run6,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_7,claude,claude_run7,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_8,claude,claude_run8,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_9,claude,claude_run9,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_10,claude,claude_run10,0.9536,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_5,claude,claude_run5,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_6,claude,claude_run6,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_7,claude,claude_run7,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_8,claude,claude_run8,0.9536,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_9,claude,claude_run9,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_10,claude,claude_run10,0.9721,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_6,claude,claude_run6,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_7,claude,claude_run7,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_8,claude,claude_run8,0.9536,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_9,claude,claude_run9,0.9722,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_10,claude,claude_run10,0.9721,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_8,claude,claude_run8,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_9,claude,claude_run9,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_10,claude,claude_run10,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,7_vs_8,claude,claude_run8,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,7_vs_9,claude,claude_run9,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,7_vs_10,claude,claude_run10,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,8_vs_9,claude,claude_run9,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L4,8_vs_10,claude,claude_run10,0.9629,113.0,Almost Perfect,,
intra_model_stability,code,L4,9_vs_10,claude,claude_run10,0.9814,113.0,Almost Perfect,,
intra_model_stability_mean,code,L4,mean_of_45_pairs,claude,claude_all_pairs,0.9724,,Almost Perfect,0.0108,45.0
intra_model_stability,theme,L4,1_vs_2,claude,claude_run2,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_3,claude,claude_run3,0.9664,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_4,claude,claude_run4,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_5,claude,claude_run5,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_6,claude,claude_run6,0.9664,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_7,claude,claude_run7,0.9664,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_8,claude,claude_run8,0.9664,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_9,claude,claude_run9,0.9664,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_10,claude,claude_run10,0.9664,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_3,claude,claude_run3,0.9777,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_4,claude,claude_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_5,claude,claude_run5,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_6,claude,claude_run6,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_7,claude,claude_run7,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_8,claude,claude_run8,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_9,claude,claude_run9,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_10,claude,claude_run10,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_4,claude,claude_run4,0.9777,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_5,claude,claude_run5,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_6,claude,claude_run6,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_7,claude,claude_run7,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_8,claude,claude_run8,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_9,claude,claude_run9,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_10,claude,claude_run10,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_5,claude,claude_run5,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_6,claude,claude_run6,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_7,claude,claude_run7,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_8,claude,claude_run8,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_9,claude,claude_run9,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_10,claude,claude_run10,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_6,claude,claude_run6,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_7,claude,claude_run7,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_8,claude,claude_run8,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_9,claude,claude_run9,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_10,claude,claude_run10,0.9776,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,7_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,7_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,7_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,8_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,8_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,9_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L4,mean_of_45_pairs,claude,claude_all_pairs,0.9823,,Almost Perfect,0.0112,45.0
intra_model_stability,code,L5,1_vs_2,claude,claude_run2,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_3,claude,claude_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_4,claude,claude_run4,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_5,claude,claude_run5,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_7,claude,claude_run7,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_8,claude,claude_run8,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_3,claude,claude_run3,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_4,claude,claude_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_6,claude,claude_run6,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_8,claude,claude_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_9,claude,claude_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_10,claude,claude_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_4,claude,claude_run4,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_5,claude,claude_run5,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_6,claude,claude_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_7,claude,claude_run7,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_8,claude,claude_run8,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_9,claude,claude_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_10,claude,claude_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_5,claude,claude_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_6,claude,claude_run6,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_7,claude,claude_run7,1.0,113.0,Almost Perfect,,
